Title,Authors,Publication Name,Publication Year,DOI,Link
Deep Learning Approach to Tweet Sentiment Analysis for Movie Recommendation Systems,Merissa N.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-09-01,10.37934/araset.51.1.245257,https://api.elsevier.com/content/abstract/scopus_id/85204217969
Electrical Load Forecasting using a Novel BI-GRU Encoder Decoder Model,Gaber A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-09-01,10.37934/araset.51.1.114,https://api.elsevier.com/content/abstract/scopus_id/85204202744
Exploring the Landscape of Decision Support Systems: A Comprehensive Review of Implementations and Key Characteristics,Yacob A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-09-01,10.37934/araset.51.1.141149,https://api.elsevier.com/content/abstract/scopus_id/85204187778
Predicting and classification of software reliability using ensemble learning,Habtemariam G.M.,Journal of Integrated Science and Technology,2025-09-01,10.62110/sciencein.jist.2025.v13.1026,https://api.elsevier.com/content/abstract/scopus_id/85203454720
A Paradigm Shift in Sports Science: The IOT-Enhanced Agility-Pad for Athletic Performance Evaluation,Nursuwars F.M.S.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-08-01,10.37934/araset.50.2.246259,https://api.elsevier.com/content/abstract/scopus_id/85202912329
"NIVE: NeuroImaging Volumetric Extractor, a High-Performance Skull-Stripping Tool",Memon K.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-08-01,10.37934/araset.50.2.228245,https://api.elsevier.com/content/abstract/scopus_id/85202865031
Bibliometric Computation Mapping Analysis of Publication Machine and Deep Learning for Food Crops Mapping using VOSviewer,Ridwana R.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-08-01,10.37934/araset.50.2.4259,https://api.elsevier.com/content/abstract/scopus_id/85202741110
An In-Depth Review of Predictive Methods for Oil and Gas Applications,Yusoff M.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-08-01,10.37934/araset.50.2.260278,https://api.elsevier.com/content/abstract/scopus_id/85202732123
Bibliometric Analysis of the Development of Publications in the Field of Learning Models and Fine Arts in the Form of Books and Articles using VOSviewer,Taswadi ,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-08-01,10.37934/araset.50.2.294306,https://api.elsevier.com/content/abstract/scopus_id/85202702128
Real-Time Multi-Agent Based Flood Forecasting and Warning System Model: A Malaysia Perspectives,Rashid N.A.M.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-08-01,10.37934/araset.50.1.220237,https://api.elsevier.com/content/abstract/scopus_id/85202209398
Development of Statistically Modelled Feature Selection Method for Microwave Breast Cancer Detection,Vijayasarveswari V.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-08-01,10.37934/araset.50.1.250263,https://api.elsevier.com/content/abstract/scopus_id/85202207272
Enhanced Readiness Forensic Framework for the Complexity of Internet of Things (IoT) Investigation Based on Artificial Intelligence,Rizal R.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-08-01,10.37934/araset.50.1.121135,https://api.elsevier.com/content/abstract/scopus_id/85202182003
Detecting and Classifying Household Insects in Iraq by using Transfer Learning Models,Ewaeed N.A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-08-01,10.37934/araset.50.1.2133,https://api.elsevier.com/content/abstract/scopus_id/85202174686
Optimization of Fused Deposition Modelling Acrylonitrile-co-Butadiene-co-Styrene Parameters using ANOVA and Hybrid GRA–TOPSIS,Sabry I.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-08-01,10.37934/araset.50.1.6677,https://api.elsevier.com/content/abstract/scopus_id/85202171258
The Accuracy and Error of Ground Penetrating Radar System with Machine Learning Support Vector Regression Technique,Wei C.C.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-08-01,10.37934/araset.50.1.191202,https://api.elsevier.com/content/abstract/scopus_id/85202154235
From Vision to Reality: The Use of Artificial Intelligence in Different Urban Planning Phases,Othengrafen F.,Urban Planning,2025-08-01,10.17645/up.8576,https://api.elsevier.com/content/abstract/scopus_id/85201665817
A TRIZ-Informed Intervention Framework for Sustainable 4IR Adoption in Malaysian Manufacturing and Related Services (MRS) Industries,Iqbal M.S.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-08-01,10.37934/araset.50.1.203219,https://api.elsevier.com/content/abstract/scopus_id/85201315863
Estimation and group-feature selection in sparse mixture-of-experts with diverging number of parameters,Khalili A.,Journal of Statistical Planning and Inference,2025-07-01,10.1016/j.jspi.2024.106250,https://api.elsevier.com/content/abstract/scopus_id/85209737874
A Robust Deep Learning Model for Brain Tumor Detection and Classification Using Efficient Net: A Brief Meta-Analysis,Singh R.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-07-01,10.37934/araset.49.2.2651,https://api.elsevier.com/content/abstract/scopus_id/85201811419
A Systematic Review of Open-Source Software for Technical and Vocational Education and Training (TVET),Raffi M.L.M.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-07-01,10.37934/araset.49.2.7589,https://api.elsevier.com/content/abstract/scopus_id/85201712550
Asean-5 Stock Indexes Predictions using Geometric Brownian Motion,Ishak N.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-07-01,10.37934/araset.49.2.264277,https://api.elsevier.com/content/abstract/scopus_id/85201702593
An Integrated Platform using VR to Visualise and Analyse Road Traffic Conditions,Oliveira B.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-07-01,10.37934/araset.49.2.176186,https://api.elsevier.com/content/abstract/scopus_id/85201699315
Factor Influencing the Adoption of FinTech in Investment among Malaysians: A Unified Theory of Acceptance and use of Technology (UTAUT) Perspectives,Engku Abdullah E.M.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-07-01,10.37934/araset.49.2.231247,https://api.elsevier.com/content/abstract/scopus_id/85201675106
Bornean Orangutan Nest Classification using Image Enhancement with Convolutional Neural Network and Kernel Multi Support Vector Machine Classifier,Amran A.A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-07-01,10.37934/araset.49.2.187204,https://api.elsevier.com/content/abstract/scopus_id/85201669656
Obesity Predictor Identification: Comparison of Correlation Based Feature Selection Method and Wrapper Method on Nutrition Dataset,Daud N.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-07-01,10.37934/araset.49.1.129138,https://api.elsevier.com/content/abstract/scopus_id/85201563120
A Comparative Study on Testing Optimization Techniques with Combinatorial Interaction Testing for Optimizing Software Product Line Testing,Maidin N.F.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-07-01,10.37934/araset.49.1.7794,https://api.elsevier.com/content/abstract/scopus_id/85201536062
SAKTI<sup>©</sup>: Secured Chatting Tool Through Forward Secrecy,Ab Halim A.H.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-07-01,10.37934/araset.49.1.5462,https://api.elsevier.com/content/abstract/scopus_id/85201526624
Comparative Analysis of Piezo Energy Harvester Optimization Techniques: A Comprehensive Review,Gothwal P.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-07-01,10.37934/araset.49.1.211226,https://api.elsevier.com/content/abstract/scopus_id/85200882651
Impact of Luminous on Augmented Reality Response Time,Arthi D.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-07-01,10.37934/araset.49.1.95107,https://api.elsevier.com/content/abstract/scopus_id/85200794669
A Smart Application as Solution for Diagnosis of Rice Diseases in Pakistan: An Image Processing Approach,Mumtaz A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-07-01,10.37934/araset.49.1.6376,https://api.elsevier.com/content/abstract/scopus_id/85200779296
Enhancing Image Segmentation Accuracy using Deep Learning Techniques,Kiran Sree P.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-07-01,10.37934/araset.49.1.139148,https://api.elsevier.com/content/abstract/scopus_id/85200749534
Introducing Semarak Ilmu Publishing in Publishing Science and Engineering: Bibliometric Analysis,Che Sidik N.A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-07-01,10.37934/araset.49.1.2653,https://api.elsevier.com/content/abstract/scopus_id/85200729210
A Review: Predictive Models and Behaviour of Cryptocurrencies Price,Rashid N.A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-07-01,10.37934/araset.48.2.148167,https://api.elsevier.com/content/abstract/scopus_id/85200674405
Effects of Different Scions on Macronutrient Resorption of Mango Kensington Pride Rootstock,Yadav D.,International Journal of Horticultural Science and Technology,2025-07-01,10.22059/ijhst.2024.372040.773,https://api.elsevier.com/content/abstract/scopus_id/85198978067
Understanding the Perception of Design within Companies,Kanno Y.,International Journal of Design Management and Professional Practice,2025-06-30,10.18848/2325-162X/CGP/v19i01/55-85,https://api.elsevier.com/content/abstract/scopus_id/85204675712
Dynamics of Indomi: Language Use and Adaptation among Minangnese Students in Tanah Rantau,Uly J.A.R.,International Journal of Communication and Linguistic Studies,2025-06-30,10.18848/2327-7882/CGP/v23i01/125-140,https://api.elsevier.com/content/abstract/scopus_id/85203596930
Enabling Interdisciplinary Learning and Research through AI-Driven Transliteration of Historical Documents: A Case Study Proposal from Digital Humanities,Frincu S.,International Journal of Humanities Education,2025-06-30,10.18848/2327-0063/CGP/v23i01/1-24,https://api.elsevier.com/content/abstract/scopus_id/85200366069
Elucidating the efficacious capacitive deionization defluorination behaviors of heteroatom-doped hierarchical porous carbon nanofibers membrane,Gao M.,Separation and Purification Technology,2025-06-22,10.1016/j.seppur.2024.130803,https://api.elsevier.com/content/abstract/scopus_id/85210295357
"Review of H<inf>2</inf>/CH<inf>4</inf> separation via pressure swing adsorption: Separation characteristics, competitive adsorption exploration, and functionalised methods on adsorbents",Xue Z.,Separation and Purification Technology,2025-06-22,10.1016/j.seppur.2024.130538,https://api.elsevier.com/content/abstract/scopus_id/85210119305
Efficient adsorption and mechanistic analysis of phosphorus in acid leaching solution of incinerated sewage sludge ash by zirconium-modified reed biochar,Yuan Q.,Separation and Purification Technology,2025-06-22,10.1016/j.seppur.2024.130535,https://api.elsevier.com/content/abstract/scopus_id/85210031546
Recyclable biomimetic flower membranes for ofloxacin degradation by peroxymonosulfate activation under visible-light,Cen L.,Separation and Purification Technology,2025-06-22,10.1016/j.seppur.2024.130620,https://api.elsevier.com/content/abstract/scopus_id/85209754492
Effect of incorporating Sulzer SMV static mixers on the performance of direct contact membrane distillation (DCMD): A three-dimensional computational fluid dynamics (CFD) study,Abrofarakh M.,Separation and Purification Technology,2025-06-22,10.1016/j.seppur.2024.130606,https://api.elsevier.com/content/abstract/scopus_id/85209709840
In-situ formation of polyether membrane selective layer for pervaporation separation of azeotropic organic solvent mixtures,Wang Y.,Separation and Purification Technology,2025-06-22,10.1016/j.seppur.2024.130522,https://api.elsevier.com/content/abstract/scopus_id/85209409944
Efficient extraction of 5-hydroxymethylfurfural from multicomponents aqueous solution by hydrophobic deep eutectic solvents,Mai Y.,Separation and Purification Technology,2025-06-22,10.1016/j.seppur.2024.130572,https://api.elsevier.com/content/abstract/scopus_id/85209393952
Single and multi-objective optimization of sweeping gas membrane distillation with double-stage bubble column dehumidifier,Kotb M.,Separation and Purification Technology,2025-06-22,10.1016/j.seppur.2024.130481,https://api.elsevier.com/content/abstract/scopus_id/85209346403
Early detection of pore clogging in microfluidic systems with 3D convolutional neural network,Yi W.,Separation and Purification Technology,2025-06-22,10.1016/j.seppur.2024.130428,https://api.elsevier.com/content/abstract/scopus_id/85209243214
Amine-based deep eutectic solvents for CO<inf>2</inf> capture: Experiments and molecular thermodynamics,Zhang Y.,Separation and Purification Technology,2025-06-22,10.1016/j.seppur.2024.130559,https://api.elsevier.com/content/abstract/scopus_id/85209138689
